CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,PRO_OCUP_C,PROM_OCUP,OCUPVIVPAR,VPH_TV,VPH_RADIO,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,area
"1901900010026022","19","019","0001","0026","022",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","22","134","67","67","5","3",*,"129","64","65","125","61","64","111","56","55","104","52","52","100","50","50","4","3",*,"14","5","9","15","8","7","7","4","3","4",*,*,"9","4","5","31","27","14","13","100","30","83","21","36","35","35","34","35",*,"0","0.75","3.83","134","35","24","15","25","34","24","15",*,"0","0","10","0","4283"
"1901900010026021","19","019","0001","0026","021",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","21","132","63","69","5","3",*,"127","60","67","123","57","66","115","54","61","111","53","58","108","51","57","7","5",*,"5",*,"4","7",*,"6","4",*,"3","3",*,*,"16","6","10","27","33","18","15","109.52","21","82","29","41","38","41","38","38","3","0","0.89","3.47","132","34","18","9","15","30","20","5","3",*,"6","18","0","3944"
"1901900010026020","19","019","0001","0026","020",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","20","128","67","61","4","3",*,"124","64","60","120","62","58","115","61","54","112","60","52","99","55","44","5",*,"3","4",*,"3","5",*,"3","3",*,*,"13","5","8","25","13","12","41","23","13","10","91.04","16","94","18","40","36","35","31","36","4","0","0.84","3.56","128","34","16","14","22","31","24","9","7",*,*,"11",*,"4098"
"1901900010026010","19","019","0001","0026","010",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","10","138","70","68","9",*,"8","129","69","60","125","65","60","116","61","55","112","59","53","104","54","50","5","5","0","8","3","5","10","3","7","4",*,*,"8","5","3","15","6","9","36","26","13","13","97.14","26","92","20","37","35","37","35","35",*,"0","1","3.94","138","34","20","8","16","29","23","6",*,*,"5","12",*,"4471"
"1901900010011045","19","019","0001","0011","045",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","45","220","116","104","10","5","5","210","111","99","202","108","94","168","88","80","159","84","75","150","78","72","14","5","9","28","18","10","33","21","12","9","4","5","9","6","3","24","13","11","60","19","8","11","89.66","61","146","13","44","44","42","42","44","0","0","1.18","5","220","41","35","14","26","39","28","18","8",*,"3","15",*,"6020"
"1901900010011044","19","019","0001","0011","044",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","44","39","18","21","3",*,*,"36","16","20","34","15","19","30","14","16","25","11","14","21","11","10","4",*,"3",*,*,*,"5","3",*,"5","3",*,"4","0","4","4",*,"3","10","0","0","0","116.67","14","25","0","6","6","6","6","6","0","0","1.44","6.5","39","6","5","3","3","6","6",*,*,"0","0","0","0","973"
"1901900010011043","19","019","0001","0011","043",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","43","62","27","35","3","0","3","59","27","32","54","25","29","47","22","25","43","19","24","43","19","24","6",*,"4","6","3","3","9","5","4","4","3",*,"0","0","0","5",*,"3","15","4",*,"3","129.63","19","40","3","10","10","6","6","10","0","0","1.32","6.2","62","10","9",*,"8","9","7","5",*,"0","0","3","0","1345"
"1901900010011042","19","019","0001","0011","042",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","42","186","89","97","12","7","5","174","82","92","169","80","89","143","73","70","137","71","66","126","64","62","10","4","6","21","5","16","20","5","15","6",*,"4","11","7","4","28","14","14","50","19","11","8","108.99","49","125","12","40","39","39","38","39",*,"0","1.02","4.77","186","39","36","16","26","35","27","17","10","0",*,"12","0","4373"
"1901900010011035","19","019","0001","0011","035",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","35","122","55","67",*,"0",*,"120","55","65","112","52","60","104","48","56","97","45","52","86","41","45","10","4","6","6","3","3","12","6","6","7","3","4","11","4","7","13","6","7","30","20","8","12","121.82","25","85","12","28","28","27","27","28","0","0","0.88","4.36","122","28","18","12","16","28","20","9","6","0","0","8","0","2818"
"1901900010011034","19","019","0001","0011","034",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","34","137","62","75","5","3",*,"132","59","73","130","58","72","109","48","61","102","44","58","96","42","54","4",*,"3","19","10","9","16","8","8","7","4","3","6",*,"4","14","5","9","27","25","14","11","120.97","35","85","17","30","28","27","25","28",*,"0","0.94","4.89","137","27","22","7","16","22","18","11","5","0",*,"9","0","3647"
"1901900010011033","19","019","0001","0011","033",Urbana,Parque o Jardín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1750"
"1901900010011032","19","019","0001","0011","032",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","32","134","63","71","3",*,*,"131","61","70","128","61","67","120","57","63","111","51","60","107","49","58","4","0","4","7","4","3","15","9","6","9","6","3","4",*,*,"11","4","7","30","23","12","11","112.7","23","91","20","43","41","43","41","41",*,*,"0.82","3.27","134","37","27","12","18","33","22","11","3",*,"7","17","0","5210"
"1901900010011014","19","019","0001","0011","014",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","14","141","68","73","5",*,"4","136","67","69","131","67","64","119","61","58","112","58","54","107","56","51","7",*,"6","10","5","5","14","7","7","7","3","4","5",*,"3","19","8","11","34","26","16","10","107.35","29","91","21","36","35","36","35","35",*,"0","0.78","4.03","141","35","23","10","20","30","25","15","3","0",*,"10","0","4593"
"1901900010011013","19","019","0001","0011","013",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","13","128","62","66","4","3",*,"124","59","65","120","58","62","110","54","56","108","54","54","101","50","51","5",*,"4","9","4","5","9","3","6",*,"0",*,"7","4","3","13","6","7","29","30","18","12","106.45","20","86","22","35","34","33","32","34",*,"0","0.9","3.76","128","34","21","11","20","27","19","12",*,"0","3","13","0","4138"
"1901900010011012","19","019","0001","0011","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","12","111","58","53","5","3",*,"106","55","51","103","52","51","98","49","49","94","47","47","90","44","46","4","4","0","4",*,*,"6","3","3","4",*,*,"4","3",*,"20","10","10","30","26","12","14","91.38","17","77","17","33","30","32","29","30",*,*,"0.85","3.7","111","28","19","10","17","22","16","8","4",*,*,"13","0","4022"
"1901900010539034","19","019","0001","0539","034",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158001"
"1901900010577002","19","019","0001","0577","002",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","2","478","235","243","34","18","16","444","217","227","424","207","217","363","187","176","334","173","161","303","160","143","31","13","18","50","17","33","63","26","37","29","14","15","31","13","18","72","42","30","134","36","17","19","103.4","144","310","24","92","88","82","78","88","3",*,"1.25","5.43","478","84","56","33","49","85","57","17","17",*,"0","27","0","613390"
"1901900010331051","19","019","0001","0331","051",Urbana,Parque o Jardín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1934"
"1901900010331049","19","019","0001","0331","049",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","49","167","82","85","8","4","4","159","78","81","155","76","79","144","72","72","139","68","71","136","68","68","7","4","3","8",*,"6","9","4","5","5","4",*,"3","0","3","19","11","8","39","37","16","21","103.66","28","118","21","42","38","42","38","38","4","0","0.9","4.39","167","36","33","21","25","29","29","16","8",*,*,"7","0","5285"
"1901900010331009","19","019","0001","0331","009",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","9","419","223","196","12","4","8","407","219","188","388","202","186","342","175","167","329","165","164","317","160","157","21","17","4","44","27","17","43","28","15","13","10","3","12","5","7","41","21","20","92","70","34","36","87.89","90","304","25","109","106","98","95","106","3","0","0.83","3.95","419","103","63","63","89","96","87","50","18","3",*,"16","0","12308"
"1901900010327028","19","019","0001","0327","028",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","28","117","55","62",*,"0",*,"115","55","60","113","53","60","100","48","52","94","47","47","90","45","45","5",*,"3","10","5","5","12","5","7","6",*,"5","4",*,*,"13","6","7","24","25","12","13","112.73","23","79","15","35","32","34","31","32","3","0","0.75","3.66","117","32","17","19","25","29","27","18","6","0",*,"4","0","4149"
"1901900010628001","19","019","0001","0628","001",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23291"
"1901900010609012","19","019","0001","0609","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","12","254","132","122","16","8","8","238","124","114","230","122","108","213","112","101","200","106","94","190","102","88","11","4","7","14","8","6","21","12","9","13","6","7","10","4","6","32","21","11","75","12","8","4","92.42","54","196","4","64","63","64","63","63",*,"0","0.88","4.03","254","62","50","42","44","58","48","22","10",*,*,"8",*,"6367"
"1901900010609011","19","019","0001","0609","011",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","11","303","160","143","12","6","6","291","154","137","282","148","134","257","133","124","254","131","123","241","121","120","12","6","6","22","15","7","13","9","4","3",*,*,"13","10","3","55","25","30","87","12","9","3","89.38","49","245","9","74","72","74","72","72",*,"0","0.95","4.21","303","71","47","45","55","68","64","35","22",*,"3","7","0","7559"
"1901900010609010","19","019","0001","0609","010",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","10","297","143","154","10","6","4","287","137","150","276","130","146","242","112","130","233","108","125","216","101","115","16","10","6","29","15","14","26","15","11","9","4","5","17","7","10","50","15","35","73","13","7","6","107.69","64","228","5","73","72","72","71","72",*,"0","0.93","4.13","297","69","54","38","53","68","60","35","20",*,*,"10",*,"7069"
"1901900010609009","19","019","0001","0609","009",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","9","282","136","146","8","4","4","274","132","142","262","126","136","229","113","116","223","111","112","210","106","104","20","8","12","25","11","14","19","8","11","6",*,"4","13","5","8","45","23","22","85","15","9","6","107.35","59","216","7","78","72","78","72","72","6","0","0.94","3.92","282","72","45","41","63","67","67","45","30","0",*,"4","0","7605"
"1901900010577060","19","019","0001","0577","060",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","60","81","49","32","3",*,*,"78","47","31","76","47","29","66","41","25","65","41","24","60","38","22","3",*,*,"9","5","4","4","3",*,*,"0",*,"5","3",*,"19","13","6","33","4","4","0","65.31","16","63",*,"26","26","22","22","26","0","0","0.48","3.12","81","23","11","24","23","26","24","14","20","3","0",*,"0","2824"
"1901900010577059","19","019","0001","0577","059",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","59","51","33","18",*,*,"0","49","31","18","49","31","18","44","30","14","40","28","12","38","27","11","0","0","0","5",*,"4","8",*,"6","4",*,*,*,*,*,"7","5",*,"24","3",*,*,"54.55","11","40","0","17","16","16","15","16",*,"0","0.5","3.19","51","15","7","15","11","16","15","11","12","0","0",*,"0","3484"
"1901900010577058","19","019","0001","0577","058",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","58","345","187","158","13","5","8","332","182","150","322","177","145","292","157","135","283","155","128","268","149","119","12","6","6","28","19","9","28","15","13","9",*,"7","15","6","9","56","30","26","110","39","22","17","84.49","62","255","28","107","100","91","84","100","7","0","0.63","3.45","345","96","50","64","67","93","84","45","56","3","4","13","0","16809"
"1901900010577057","19","019","0001","0577","057",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","57","90","42","48","5","3",*,"85","39","46","84","39","45","81","37","44","78","36","42","75","34","41",*,*,*,*,*,*,"4",*,"3","3",*,*,"3",*,*,"26","13","13","27","10","4","6","114.29","12","70","8","33","30","30","27","30",*,*,"0.48","3","90","30","21","27","26","29","27","21","24","0",*,"3","0","3512"
"1901900010577033","19","019","0001","0577","033",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","33","19","9","10",*,*,*,"17","8","9","16","8","8","12","6","6","10","6","4","10","6","4",*,"0",*,"4",*,*,"5",*,"4",*,"0",*,"0","0","0",*,"0",*,"3","0","0","0","111.11","9","10","0","7","6","7","6","6","0",*,"0.66","3.17","19","6","5",*,"3","6","3","3",*,"0","0","3","0","4294"
"1901900010577032","19","019","0001","0577","032",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1745"
"1901900010577031","19","019","0001","0577","031",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"484"
"1901900010577030","19","019","0001","0577","030",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3790"
"1901900010577003","19","019","0001","0577","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","3","325","150","175","15","5","10","310","145","165","301","141","160","272","126","146","265","121","144","239","112","127","12","5","7","26","14","12","26","18","8","7","5",*,"26","9","17","57","16","41","76","49","32","17","116.67","60","230","35","69","66","57","54","64","3","0","0.99","4.64","297","61","37","24","42","55","43","20","13",*,"5","20","0","152105"
"1901900010577006","19","019","0001","0577","006",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","6","60","20","40",*,"0",*,"59","20","39","57","19","38","54","18","36","51","18","33","47","17","30","3",*,*,*,*,*,"5",*,"4","3","0","3","4",*,"3","9",*,"7","12","9","4","5","200","9","43","8","12","12","11","11","12","0","0","0.97","5","60","11","7","5","7","11","9","4",*,*,*,"3",*,"2773"
"1901900010577005","19","019","0001","0577","005",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","5","170","91","79","4","3",*,"166","88","78","155","83","72","132","69","63","125","66","59","116","61","55","13","6","7","21","13","8","19","12","7","7","3","4","9","5","4","25","10","15","45","20","13","7","86.81","45","115","10","38","34","36","32","34","4","0","1.1","5","170","34","24","10","19","31","21","10","9","0",*,"13","0","9387"
"1901900010577004","19","019","0001","0577","004",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6543"
"1901900010026059","19","019","0001","0026","059",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14396"
"1901900010026058","19","019","0001","0026","058",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20207"
"1901900010543001","19","019","0001","0543","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","1","169","81","88","10","5","5","159","76","83","153","74","79","143","68","75","135","64","71","130","62","68","6",*,"4","10","6","4","16","9","7","8","4","4","5",*,"3","26","11","15","43","18","12","6","108.64","34","118","17","41","39","27","25","39",*,"0","0.84","4.33","169","38","25","33","32","38","36","22","20",*,"0",*,"0","6408"
"1901900010539033","19","019","0001","0539","033",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0539","33","5",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"5","1",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"10306"
"1901900010488044","19","019","0001","0488","044",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15096"
"1901900010488037","19","019","0001","0488","037",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","37","53","29","24","6","4",*,"47","25","22","45","23","22","39","21","18","37","19","18","34","17","17","5","4",*,"3","0","3","5",*,"3",*,*,"0","3",*,*,"5",*,"3","14",*,*,*,"82.76","16","35",*,"23","8","22","7","8","4","11","1.36","6.63","53","8","5","4","3","6","7",*,*,"0",*,*,"0","3210"
"1901900010488036","19","019","0001","0488","036",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","36","144","70","74","7","5",*,"137","65","72","130","60","70","111","53","58","106","50","56","103","48","55","10","7","3","16","5","11","14","7","7","5","3",*,"3",*,*,"21","8","13","34","18","10","8","105.71","38","91","15","39","36","36","33","36",*,*,"1.19","4","144","29","24","8","19","32","19","7","10","4",*,"17","0","2612"
"1901900010331056","19","019","0001","0331","056",Urbana,Parque o Jardín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6021"
"1901900010331055","19","019","0001","0331","055",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4991"
"1901900010331054","19","019","0001","0331","054",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","54","18","9","9","0","0","0","18","9","9","18","9","9","17","9","8","16","9","7","13","7","6","0","0","0",*,"0",*,*,"0",*,*,"0",*,"3",*,*,*,"0",*,"7",*,*,*,"100",*,"16","0","4","4","4","4","4","0","0","0.78","4.5","18","4","3",*,"3","3","4","0","0","0","0","0","0","13405"
"1901900010331053","19","019","0001","0331","053",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","53","49","21","28",*,*,*,"47","20","27","45","20","25","35","16","19","29","14","15","26","12","14","3","0","3","9","4","5","12","6","6","6",*,"4","3",*,*,"4",*,*,"12",*,*,*,"133.33","20","29","0","12","11","12","11","11",*,"0","1.23","4.45","49","10","9","4","5","11","8","3","0","0","0","3","0","1643"
"1901900010331052","19","019","0001","0331","052",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10382"
"1901900010331048","19","019","0001","0331","048",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","48","174","98","76","6","3","3","168","95","73","163","93","70","138","75","63","129","68","61","124","65","59","8","5","3","22","15","7","24","16","8","9","7",*,"5","3",*,"19","12","7","39","24","14","10","77.55","45","112","17","39","38","39","38","38",*,"0","0.97","4.58","174","37","29","16","22","33","24","14","7",*,"4","14","0","4521"
"1901900010331038","19","019","0001","0331","038",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","38","144","78","66","7","5",*,"137","73","64","129","69","60","112","60","52","104","54","50","101","51","50","11","5","6","14","8","6","20","12","8","8","6",*,"3","3","0","16","10","6","36","13","7","6","84.62","40","96","8","25","24","25","24","24",*,"0","1.01","6","144","24","21","11","13","24","21","12","4","0","0","3","0","4055"
"1901900010331037","19","019","0001","0331","037",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","37","161","78","83","5","5","0","156","73","83","149","70","79","141","66","75","137","64","73","129","61","68","8","4","4","7","3","4","9","4","5","4",*,*,"8","3","5","15","7","8","37","28","15","13","106.41","24","122","15","42","40","40","38","40",*,"0","0.81","4.03","161","39","25","20","23","38","30","20","13",*,"0","8","0","4255"
"1901900010331035","19","019","0001","0331","035",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","35","153","79","74","7","5",*,"146","74","72","145","73","72","127","64","63","121","61","60","112","56","56","4","3",*,"15","7","8","17","7","10","6","3","3","9","5","4","18","8","10","40","17","9","8","93.67","32","110","11","32","30","32","30","30",*,"0","0.9","5.1","153","30","22","16","15","26","25","12","4","0",*,"5","0","4784"
"1901900010331013","19","019","0001","0331","013",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","13","310","170","140","14","8","6","296","162","134","281","155","126","244","131","113","234","124","110","224","121","103","17","8","9","35","23","12","39","27","12","10","7","3","10","3","7","34","18","16","82","38","21","17","82.35","76","213","21","90","84","89","83","84","6","0","0.81","3.69","310","84","66","37","54","80","66","50","32","0","0","16","0","8900"
"1901900010331012","19","019","0001","0331","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","12","334","180","154","13","7","6","321","173","148","310","168","142","284","157","127","265","146","119","256","141","115","16","6","10","21","10","11","34","18","16","19","11","8","9","5","4","31","22","9","87","67","36","31","85.56","69","227","38","101","96","101","96","96","4",*,"0.8","3.48","334","94","69","49","70","89","83","64","35","0",*,"11","0","10692"
"1901900010331011","19","019","0001","0331","011",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14299"
"1901900010331007","19","019","0001","0331","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","7","333","164","169","13","4","9","320","160","160","310","155","155","282","140","142","266","132","134","258","128","130","16","9","7","22","11","11","31","16","15","16","8","8","8","4","4","36","18","18","80","49","26","23","103.05","67","243","23","93","88","90","85","88","5","0","0.81","3.78","333","88","44","49","70","81","71","48","20","0","0","14","0","9748"
"1901900010331006","19","019","0001","0331","006",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","6","143","77","66","4",*,*,"139","75","64","136","73","63","126","67","59","120","64","56","113","60","53","4","3",*,"9","5","4","10","5","5","6","3","3","7","4","3","18","10","8","37","26","14","12","85.71","23","106","14","41","37","41","37","37","3",*,"0.82","3.86","143","37","19","18","28","33","26","15","7","0","0","10","0","4191"
"1901900010331003","19","019","0001","0331","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","3","164","82","82","10","5","5","154","77","77","151","77","74","133","69","64","129","67","62","124","63","61","9","4","5","12","4","8","11","3","8","4",*,*,"5","4",*,"17","9","8","42","18","9","9","100","35","116","13","52","45","48","41","45","7","0","0.87","3.64","164","43","25","30","32","43","39","27","20",*,"0","5","0","5458"
"1901900010331002","19","019","0001","0331","002",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","2","422","202","220","16","7","9","406","195","211","396","191","205","352","171","181","339","163","176","322","159","163","16","8","8","38","16","22","38","21","17","13","8","5","17","4","13","53","25","28","97","32","17","15","108.91","83","322","17","117","109","116","108","109","7",*,"0.85","3.87","422","109","51","69","83","101","93","64","38","0",*,"15","0","12335"
"1901900010327052","19","019","0001","0327","052",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6676"
"1901900010327040","19","019","0001","0327","040",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","40","71","35","36",*,*,"0","69","33","36","66","33","33","65","33","32","63","31","32","62","30","32","3","0","3",*,"0",*,*,*,"0",*,*,"0",*,*,"0","11","5","6","17","15","8","7","102.86","8","57","6","22","22","21","21","22","0","0","0.78","3.23","71","22","13","11","16","21","17","13","8","0","0","3","0","1479"
"1901900010327029","19","019","0001","0327","029",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","29","117","61","56","5","4",*,"112","57","55","111","57","54","100","50","50","98","49","49","97","48","49","3",*,*,"9","5","4","8","4","4",*,*,*,*,*,"0","7","4","3","23","30","19","11","91.8","19","79","19","36","32","36","32","32","3",*,"0.76","3.66","117","32","22","19","25","30","27","22","7","0","0","3","0","4319"
