CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,PRO_OCUP_C,PROM_OCUP,OCUPVIVPAR,VPH_TV,VPH_RADIO,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,area
"1901900010011010","19","019","0001","0011","010",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","10","154","76","78","8","3","5","146","73","73","143","71","72","130","68","62","126","65","61","119","61","58","4","3",*,"12",*,"10","9","5","4","4","3",*,"7","4","3","12","7","5","36","38","21","17","102.63","28","96","30","41","39","41","39","39",*,"0","0.97","3.95","154","35","30","8","23","32","18","7",*,*,*,"21","0","4786"
"1901900010327006","19","019","0001","0327","006",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","6","199","98","101","7",*,"6","192","97","95","185","93","92","170","88","82","164","87","77","158","84","74","10","4","6","12","5","7","13","4","9","6",*,"5","6","3","3","22","14","8","51","31","15","16","103.06","35","149","15","59","57","56","54","57",*,*,"0.72","3.49","199","55","44","33","44","54","49","35","28",*,*,"8","0","5302"
"1901900010079047","19","019","0001","0079","047",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2957"
"1901900010079046","19","019","0001","0079","046",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0079","46","1031","549","482","16","6","10","1015","543","472","984","529","455","921","498","423","889","480","409","861","467","394","38","14","24","56","31","25","67","40","27","32","18","14","28","13","15","108","65","43","272","236","142","94","87.8","142","696","193","432","385","267","220","385","30","17","0.48","2.68","1031","311","230","280","283","298","302","259","224","0","0","10","0","236339"
"1901900010026057","19","019","0001","0026","057",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10214"
"1901900010011049","19","019","0001","0011","049",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"510"
"1901900010011048","19","019","0001","0011","048",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1018"
"1901900010331032","19","019","0001","0331","032",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","32","179","89","90","10","6","4","169","83","86","155","76","79","136","70","66","127","65","62","121","62","59","17","7","10","16","6","10","20","8","12","9","5","4","6","3","3","19","11","8","40","12","4","8","101.12","52","120","7","37","36","36","35","36",*,"0","0.99","4.97","179","35","31","15","25","31","28","19","3","0",*,"6","0","4863"
"1901900010331031","19","019","0001","0331","031",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","31","109","58","51","5","3",*,"104","55","49","97","52","45","88","48","40","85","46","39","81","43","38","7","3","4","9","4","5","9","5","4","3",*,*,"4","3",*,"23","13","10","34","10","6","4","87.93","24","81","4","26","23","26","23","23","3","0","1","4.74","109","22","18","9","14","22","16","12","8","0","0","7","0","4100"
"1901900010331033","19","019","0001","0331","033",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","33","329","173","156","16","8","8","313","165","148","300","160","140","265","141","124","254","134","120","243","127","116","18","5","13","30","19","11","30","20","10","11","7","4","11","7","4","39","22","17","84","37","17","20","90.17","75","234","20","68","67","67","66","67",*,"0","0.94","4.91","329","67","60","23","47","63","48","26","9","0","3","16","0","9437"
"1901900010596001","19","019","0001","0596","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0596","1","34","20","14",*,*,"0","33","19","14","33","19","14","29","16","13","27","14","13","25","13","12","0","0","0","4","3",*,"4","4","0",*,*,"0",*,*,*,*,*,"0","10","5",*,"3","70","7","23","4","7","7","7","7","7","0","0","1.31","4.86","34","7","6",*,"5","6","4","6","0","0","0","3","0","25366"
"1901900010488015","19","019","0001","0488","015",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","15","9",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"3","2",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1373"
"1901900010488002","19","019","0001","0488","002",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","2","71","26","45","4","0","4","67","26","41","67","26","41","60","21","39","58","21","37","55","20","35","0","0","0","7","5",*,"7","3","4",*,"0",*,"3",*,*,"21","6","15","15","3",*,*,"173.08","13","55","3","18","16","12","10","16",*,"0","1.06","4.44","71","15","10","11","5","15","13","3",*,*,"0",*,"0","1291"
"1901900010488008","19","019","0001","0488","008",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","8","21","12","9",*,"0",*,"20","12","8","18","11","7","17","10","7","16","10","6","13","7","6",*,*,*,*,*,"0",*,*,*,*,"0",*,"3","3","0","4",*,"3","8",*,*,"0","75","5","15",*,"5","5","5","5","5","0","0","1.11","4.2","21","5","3","3","4","4","4","0",*,"0","0",*,"0","14253"
"1901900010327038","19","019","0001","0327","038",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","38","244","128","116","15","11","4","228","117","111","221","113","108","195","103","92","193","102","91","181","97","84","10","6","4","23","8","15","21","7","14",*,*,*,"12","5","7","30","14","16","64","29","16","13","90.63","50","178","15","69","67","62","60","67",*,"0","0.89","3.64","244","66","48","41","49","62","54","27","24",*,"0","10","0","5694"
"1901900010577044","19","019","0001","0577","044",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","44","198","105","93","8","5","3","190","100","90","185","96","89","166","87","79","155","80","75","141","71","70","8","5","3","16","8","8","21","13","8","11","7","4","14","9","5","23","11","12","55","28","18","10","88.57","43","137","18","41","41","41","41","41","0","0","1.09","4.83","198","38","25","18","20","37","24","11","6",*,"3","17","0","7400"
"1901900010577012","19","019","0001","0577","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","12","89","45","44","5","3",*,"84","42","42","79","41","38","71","37","34","66","36","30","59","31","28","6",*,"5","7","4","3","11","5","6","5",*,"4","7","5",*,"11","6","5","28","8","5","3","97.78","23","60","6","20","18","13","11","18",*,"0","0.99","4.94","89","17","11","10","10","18","12","5","4","0","0","5","0","3452"
"1901900010577042","19","019","0001","0577","042",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","42","101","56","45","5","3",*,"96","53","43","95","52","43","81","44","37","77","41","36","73","38","35",*,*,"0","13","7","6","15","9","6","4","3",*,"4","3",*,"10","6","4","26","15","9","6","80.36","24","67","10","22","22","19","19","22","0","0","0.86","4.59","101","22","13","8","10","19","13","5","4","0",*,"8","0","3612"
"1901900010577066","19","019","0001","0577","066",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","66","9",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"2","2",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"952"
"1901900010577036","19","019","0001","0577","036",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","36","52","25","27","3",*,*,"49","23","26","44","21","23","39","19","20","37","18","19","36","18","18","6",*,"4","4",*,*,"5",*,"3",*,*,*,*,"0",*,"7","4","3","10","6","3","3","108","15","33","4","11","11","10","10","11","0","0","0.98","4.73","52","11","5","5","3","11","5",*,*,"0","0","5","0","4676"
"1901900010609006","19","019","0001","0609","006",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11858"
"1901900010609005","19","019","0001","0609","005",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","5","278","136","142","10","6","4","268","130","138","258","126","132","228","108","120","220","104","116","209","96","113","11","5","6","29","17","12","29","16","13","8","4","4","11","8","3","45","19","26","81","6",*,"5","104.41","58","215","5","72","65","67","60","65","5",*,"1.1","4.28","278","64","40","31","44","64","58","37","29",*,"0","6","0","7136"
"1901900010327058","19","019","0001","0327","058",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","58","57","30","27",*,"0",*,"56","30","26","54","30","24","50","27","23","48","26","22","47","26","21",*,"0",*,"4","3",*,"5","3",*,*,*,*,*,"0",*,"6","4",*,"13","15","8","7","90","9","37","11","21","20","20","19","20",*,"0","0.6","2.85","57","19","15","10","16","19","16","15","5","0","0","3","0","3353"
"1901900010327034","19","019","0001","0327","034",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","34","112","58","54","5",*,"3","107","56","51","106","56","50","97","51","46","95","50","45","91","47","44","3",*,*,"7","4","3","8","4","4",*,*,*,"4","3",*,*,*,*,"24","42","22","20","93.1","17","70","25","32","31","32","31","31",*,"0","0.76","3.61","112","28","19","18","25","30","29","18","8",*,"0",*,"0","4638"
"1901900010488011","19","019","0001","0488","011",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0488","11","90","43","47","6",*,"4","84","41","43","81","40","41","71","37","34","67","35","32","61","32","29","5",*,"4","8","3","5","9","3","6","4",*,*,"6","3","3","12","7","5","26","6","6","0","109.3","23","63","4","20","19","19","18","19",*,"0","1.17","4.74","90","19","16","7","12","19","16","5","4","0","0","3","0","2201"
"1901900010577025","19","019","0001","0577","025",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","25","532","289","243","24","13","11","508","276","232","488","268","220","436","238","198","422","227","195","409","218","191","30","13","17","42","25","17","44","32","12","14","11","3","13","9","4","59","36","23","130","98","57","41","84.08","110","346","76","151","134","92","75","134","15",*,"0.83","3.97","532","132","88","79","94","125","107","68","57",*,"3","26","0","57717"
"1901900010577037","19","019","0001","0577","037",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","37","4",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1","1",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"95620"
"1901900010577014","19","019","0001","0577","014",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"290411"
