SHAPE_AREA,US_ACT2021,DES_US2021,DES_ES2021,UNION,NOMBRE_PARQUE,DIRECCION,SECTOR,CATEGORIA,UBICACION,ACCESO,TIPOLOGIA
14.2102379496,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"337",,,,,,,
15.3533532664,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"338",,,,,,,
122.309711564,EA,ESPACIO ABIERTO,AREA COMUN,"339",,,,,,,
33.5909209099,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"340",,,,,,,
225.573841647,EA,ESPACIO ABIERTO,CAMELLON,"341",,,,,,,
128.74520518,EA,ESPACIO ABIERTO,PARQUE,"342",,,,,,,
82.3772986827,EA,ESPACIO ABIERTO,PARQUE,"343",,,,,,,
1977.90275897,EA,ESPACIO ABIERTO,PARQUE,"344",,,,,,,
111.099093633,EA,ESPACIO ABIERTO,CAMELLON,"345",,,,,,,
117.781637907,EA,ESPACIO ABIERTO,CAMELLON,"346",,,,,,,
113.728407744,EA,ESPACIO ABIERTO,CAMELLON,"347",,,,,,,
25.3493293281,EA,ESPACIO ABIERTO,CAMELLON,"348",,,,,,,
176.133290871,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"349",,,,,,,
196.137948865,EA,ESPACIO ABIERTO,CAMELLON,"350",,,,,,,
118.885184696,EA,ESPACIO ABIERTO,PARQUE,"351",,,,,,,
2992.54569332,EA,ESPACIO ABIERTO,PARQUE,"352",,,,,,,
23.7217462494,EA,ESPACIO ABIERTO,CAMELLON,"353",,,,,,,
101.615520315,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"354",,,,,,,
1053.61978719,DP,DERECHO DE PASO,DERECHO DE PASO,"355",,,,,,,
47.6202766755,EA,ESPACIO ABIERTO,CAMELLON,"356",,,,,,,
348.356423943,EA,ESPACIO ABIERTO,PARQUE,"357",,,,,,,
48.508819937,EA,ESPACIO ABIERTO,PARQUE,"358",,,,,,,
43.8208066004,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"359",,,,,,,
167.34842495,EA,ESPACIO ABIERTO,PARQUE,"360",,,,,,,
66.7060187847,EA,ESPACIO ABIERTO,PARQUE,"361",,,,,,,
9.22958838858,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"362",,,,,,,
13.1537737952,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"363",,,,,,,
17.9364366404,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"364",,,,,,,
12.681303204,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"365",,,,,,,
7.90394818536,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"366",,,,,,,
190.026628824,EA,ESPACIO ABIERTO,PARQUE,"367",,,,,,,
1151.68835758,EA,ESPACIO ABIERTO,PARQUE,"368",PARQUE DE BOLSILLO LUCIO BLANCO 3er SECTOR,"COLONIA LUCIO BLANCO , LATERAL AV. MORONES PRIETO Y JIMENEZ",K1,BOLSILLO,ÁREA PÚBLICA,ABIERTO,parque de bolsillo
1014.58946771,EA,ESPACIO ABIERTO,CAMELLON,"369",,,,,,,
1002.4593627,EA,ESPACIO ABIERTO,CAMELLON,"370",,,,,,,
45.9001459397,EA,ESPACIO ABIERTO,CAMELLON,"371",,,,,,,
426.415430469,EA,ESPACIO ABIERTO,PARQUE,"372",PARQUE DE BOLSILLO SAN FRANCISCO,LATERAL DE AV. MORONES PRIETO Y LIBERTAD,K1,BOLSILLO,ÁREA PÚBLICA,ABIERTO,parque de bolsillo
25.8076805396,EA,ESPACIO ABIERTO,ROTONDA,"373",,,,,,,
1490.42757967,EA,ESPACIO ABIERTO,CAMELLON,"374",,,,,,,
156.538615976,EA,ESPACIO ABIERTO,CAMELLON,"375",,,,,,,
499.841739484,EA,ESPACIO ABIERTO,PARQUE,"376",ANDADOR CORREGIDORA Y CLOUTHIER,"COLONIA VILLAS DEL OBISPO , CLOUTHIER Y ANDADOR CORRGIDORA",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de bolsillo
359.481124615,EA,ESPACIO ABIERTO,CAMELLON,"377",,,,,,,
580.956801196,EA,ESPACIO ABIERTO,CAMELLON,"378",,,,,,,
60.7449362811,EA,ESPACIO ABIERTO,CAMELLON,"379",,,,,,,
62.9613318624,EA,ESPACIO ABIERTO,CAMELLON,"380",,,,,,,
98.7316530274,EA,ESPACIO ABIERTO,CAMELLON,"381",,,,,,,
194.191233578,EA,ESPACIO ABIERTO,CAMELLON,"382",,,,,,,
58.6177141512,EA,ESPACIO ABIERTO,CAMELLON,"383",,,,,,,
60.4419568103,EA,ESPACIO ABIERTO,CAMELLON,"384",,,,,,,
74.5294670266,EA,ESPACIO ABIERTO,CAMELLON,"385",,,,,,,
62.1801518015,EA,ESPACIO ABIERTO,CAMELLON,"386",,,,,,,
66.3813591557,EA,ESPACIO ABIERTO,CAMELLON,"387",,,,,,,
152.342922159,EA,ESPACIO ABIERTO,CAMELLON,"388",,,,,,,
73.3008468569,EA,ESPACIO ABIERTO,CAMELLON,"389",,,,,,,
115.751232892,EA,ESPACIO ABIERTO,PARQUE,"390",,,,,,,
5173.02579627,EA,ESPACIO ABIERTO,CAMELLON,"391",,,,,,,
4680.81167596,EA,ESPACIO ABIERTO,CAMELLON,"392",,,,,,,
3295.83663678,EA,ESPACIO ABIERTO,CAMELLON,"393",,,,,,,
936.162336962,EA,ESPACIO ABIERTO,CAMELLON,"394",,,,,,,
236.701730597,EA,ESPACIO ABIERTO,CAMELLON,"395",,,,,,,
128.875705781,EA,ESPACIO ABIERTO,CAMELLON,"396",,,,,,,
143.717144726,EA,ESPACIO ABIERTO,CAMELLON,"397",,,,,,,
2281.23890841,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"398",,,,,,,
2046.4517325,EA,ESPACIO ABIERTO,PARQUE,"399",,,,,,,
48.384130842,EA,ESPACIO ABIERTO,CAMELLON,"400",,,,,,,
235.41000574,EA,ESPACIO ABIERTO,CAMELLON,"401",,,,,,,
450.161910481,EA,ESPACIO ABIERTO,CAMELLON,"402",,,,,,,
343.497319612,EA,ESPACIO ABIERTO,CAMELLON,"403",,,,,,,
252.922017034,EA,ESPACIO ABIERTO,CAMELLON,"404",,,,,,,
282.32023298,EA,ESPACIO ABIERTO,CAMELLON,"405",,,,,,,
292.61136035,EA,ESPACIO ABIERTO,CAMELLON,"406",,,,,,,
94.9660219291,EA,ESPACIO ABIERTO,CAMELLON,"407",,,,,,,
425.615136769,EA,ESPACIO ABIERTO,CAMELLON,"408",,,,,,,
373.109225158,EA,ESPACIO ABIERTO,CAMELLON,"409",,,,,,,
1790.04349295,EA,ESPACIO ABIERTO,CAMELLON,"410",,,,,,,
223.335641609,EA,ESPACIO ABIERTO,CAMELLON,"411",,,,,,,
152.720067423,EA,ESPACIO ABIERTO,PARQUE,"412",,,,,,,
826.921508564,EA,ESPACIO ABIERTO,PARQUE,"413",,,,,,,
1255.02330172,EA,ESPACIO ABIERTO,PARQUE,"414",,,,,,,
141.478440913,EA,ESPACIO ABIERTO,PARQUE,"415",,,,,,,
100.825557121,EA,ESPACIO ABIERTO,PARQUE,"416",,,,,,,
76.9507752502,EA,ESPACIO ABIERTO,PARQUE,"417",,,,,,,
106.370175187,EA,ESPACIO ABIERTO,PARQUE,"418",,,,,,,
235.091945916,EA,ESPACIO ABIERTO,PARQUE,"419",,,,,,,
209.813261763,EA,ESPACIO ABIERTO,PARQUE,"420",,,,,,,
383.822218905,EA,ESPACIO ABIERTO,PARQUE,"421",,,,,,,
387.996856448,EA,ESPACIO ABIERTO,PARQUE,"422",,,,,,,
404.494626213,EA,ESPACIO ABIERTO,PARQUE,"423",,,,,,,
178.168033949,EA,ESPACIO ABIERTO,PARQUE,"424",,,,,,,
695.606743699,EA,ESPACIO ABIERTO,PARQUE,"425",,,,,,,
364.281740132,EA,ESPACIO ABIERTO,CAMELLON,"426",,,,,,,
98.6699386192,EA,ESPACIO ABIERTO,CAMELLON,"427",,,,,,,
14.4705692553,EA,ESPACIO ABIERTO,CAMELLON,"428",,,,,,,
93.7052993778,EA,ESPACIO ABIERTO,CAMELLON,"429",,,,,,,
2364.60379167,EA,ESPACIO ABIERTO,CAMELLON,"430",,,,,,,
1207.63694428,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"431",,,,,,,
119061.98677,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"432",,,,,,,
14664.0191896,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"433",,,,,,,
67.5357398073,EA,ESPACIO ABIERTO,CAMELLON,"434",,,,,,,
156.424386482,EA,ESPACIO ABIERTO,CAMELLON,"435",,,,,,,
80.2128403313,EA,ESPACIO ABIERTO,CAMELLON,"436",,,,,,,
69.1518497263,EA,ESPACIO ABIERTO,CAMELLON,"437",,,,,,,
114.576421644,EA,ESPACIO ABIERTO,CAMELLON,"438",,,,,,,
2143.86055758,EA,ESPACIO ABIERTO,CAMELLON,"439",,,,,,,
4253.77233847,EA,ESPACIO ABIERTO,CAMELLON,"440",,,,,,,
436.240897776,EA,ESPACIO ABIERTO,CAMELLON,"441",,,,,,,
263.381534822,EA,ESPACIO ABIERTO,CAMELLON,"442",,,,,,,
897.764080177,EA,ESPACIO ABIERTO,CAMELLON,"443",,,,,,,
845.478853086,EA,ESPACIO ABIERTO,CAMELLON,"444",,,,,,,
769.587582448,EA,ESPACIO ABIERTO,CAMELLON,"445",,,,,,,
389.09043836,EA,ESPACIO ABIERTO,CAMELLON,"446",,,,,,,
322.000155083,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"447",,,,,,,
997.844285415,EA,ESPACIO ABIERTO,CAMELLON,"448",,,,,,,
964.377159375,EA,ESPACIO ABIERTO,CAMELLON,"449",,,,,,,
509.413829623,EA,ESPACIO ABIERTO,CAMELLON,"450",,,,,,,
189.187160433,EA,ESPACIO ABIERTO,CAMELLON,"451",,,,,,,
274.949268461,EA,ESPACIO ABIERTO,CAMELLON,"452",,,,,,,
197.991172396,EA,ESPACIO ABIERTO,CAMELLON,"453",,,,,,,
459.230982178,EA,ESPACIO ABIERTO,CAMELLON,"454",,,,,,,
807.345652703,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"455",,,,,,,
147.995993745,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"456",,,,,,,
284.621285039,EA,ESPACIO ABIERTO,PARQUE,"457",,,,,,,
310.569547645,EA,ESPACIO ABIERTO,PARQUE,"458",,,,,,,
437.919982623,EA,ESPACIO ABIERTO,PARQUE,"459",,,,,,,
312.789063,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"460",,,,,,,
508.22217244,EA,ESPACIO ABIERTO,CAMELLON,"461",,,,,,,
4129.13427944,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"462",,,,,,,
133.190645318,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"463",,,,,,,
2785.8824219,EA,ESPACIO ABIERTO,PARQUE,"464",PARQUE FRATERNIDAD,"COLONIA SAN PEDRO 400, URANIO Y CLOUTHIER",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque lineal
272.885587025,EA,ESPACIO ABIERTO,CAMELLON,"465",,,,,,,
30.1751616042,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"466",,,,,,,
97.4433189789,EA,ESPACIO ABIERTO,PARQUE,"467",,,,,,,
10.3315735996,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"468",,,,,,,
353.668475507,EA,ESPACIO ABIERTO,PARQUE,"469",,,,,,,
616.252616122,EA,ESPACIO ABIERTO,CAMELLON,"470",,,,,,,
386.279979345,EA,ESPACIO ABIERTO,CAMELLON,"471",,,,,,,
2322.00643851,EA,ESPACIO ABIERTO,CAMELLON,"472",,,,,,,
132.482724277,EA,ESPACIO ABIERTO,CAMELLON,"473",,,,,,,
17.7576563754,EA,ESPACIO ABIERTO,CAMELLON,"474",,,,,,,
246.95914884,EA,ESPACIO ABIERTO,CAMELLON,"475",,,,,,,
1343.26611213,EA,ESPACIO ABIERTO,CAMELLON,"476",,,,,,,
563.847731335,EA,ESPACIO ABIERTO,CAMELLON,"477",,,,,,,
28.6427792166,EA,ESPACIO ABIERTO,CAMELLON,"478",,,,,,,
1950.11271704,EA,ESPACIO ABIERTO,CAÑADA,"479",,,,,,,
44.2288156004,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"480",,,,,,,
82.1569177295,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"481",,,,,,,
79.4763072504,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"482",,,,,,,
60.2569473529,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"483",,,,,,,
60.4602130702,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"484",,,,,,,
914.604144067,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"485",,,,,,,
642.941699064,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"486",,,,,,,
946.245765284,EA,ESPACIO ABIERTO,CAMELLON,"487",,,,,,,
2563.62117257,EA,ESPACIO ABIERTO,PARQUE,"488",,,,,,,
8367.1454277,EA,ESPACIO ABIERTO,CAMELLON,"489",,,,,,,
3800.43736152,EA,ESPACIO ABIERTO,CAMELLON,"490",,,,,,,
3142.40791927,EA,ESPACIO ABIERTO,CAMELLON,"491",,,,,,,
5799.56399432,EA,ESPACIO ABIERTO,CAMELLON,"492",,,,,,,
534.462915017,EA,ESPACIO ABIERTO,PARQUE,"493",,,,,,,
2330.8974728,EA,ESPACIO ABIERTO,PARQUE,"494",,,,,,,
1326.63172502,EA,ESPACIO ABIERTO,PARQUE,"495",,,,,,,
919.921337771,EA,ESPACIO ABIERTO,PARQUE,"496",,,,,,,
9409.05039534,EA,ESPACIO ABIERTO,CAMELLON,"497",,,,,,,
6838.63140644,EA,ESPACIO ABIERTO,CAMELLON,"498",,,,,,,
3549.24951567,EA,ESPACIO ABIERTO,CAMELLON,"499",,,,,,,
5510.65244572,EA,ESPACIO ABIERTO,CAMELLON,"500",,,,,,,
7069.05592388,EA,ESPACIO ABIERTO,CAMELLON,"501",,,,,,,
10318.4052694,EA,ESPACIO ABIERTO,CAMELLON,"502",,,,,,,
3936.35983256,EA,ESPACIO ABIERTO,CAMELLON,"503",,,,,,,
2305.60727723,EA,ESPACIO ABIERTO,CAMELLON,"504",,,,,,,
10948.8995327,EA,ESPACIO ABIERTO,CAMELLON,"505",,,,,,,
6088.65674837,EA,ESPACIO ABIERTO,PARQUE,"506",,,,,,,
7308.31857581,EA,ESPACIO ABIERTO,PARQUE,"507",,,,,,,
10918.2725797,EA,ESPACIO ABIERTO,PARQUE,"508",,,,,,,
12433.0998554,EA,ESPACIO ABIERTO,PARQUE,"509",,,,,,,
11600.8157332,EA,ESPACIO ABIERTO,PARQUE,"510",,,,,,,
10846.6601342,EA,ESPACIO ABIERTO,CAMELLON,"511",,,,,,,
8670.86193143,EA,ESPACIO ABIERTO,CAMELLON,"512",,,,,,,
9859.76879691,EA,ESPACIO ABIERTO,CAMELLON,"513",,,,,,,
1255.68577097,EA,ESPACIO ABIERTO,PARQUE,"514",,,,,,,
1479.67777495,EA,ESPACIO ABIERTO,PARQUE,"515",,,,,,,
79788.3769067,EA,ESPACIO ABIERTO,PARQUE,"516",,,,,,,
192.860251945,EA,ESPACIO ABIERTO,PARQUE,"517",,,,,,,
252.202855756,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"518",,,,,,,
6828.57389563,EA,ESPACIO ABIERTO,PARQUE,"519",,,,,,,
61.9045279252,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"520",,,,,,,
22.3396776177,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"521",,,,,,,
17804.9890086,EA,ESPACIO ABIERTO,PARQUE,"522",,,,,,,
7303.86317591,EA,ESPACIO ABIERTO,PARQUE,"523",,,,,,,
22076.3126387,EA,ESPACIO ABIERTO,PARQUE,"524",,,,,,,
17930.191047,EA,ESPACIO ABIERTO,PARQUE,"525",,,,,,,
2763.12900857,EA,ESPACIO ABIERTO,PARQUE,"526",,,,,,,
9359.5361316,EA,ESPACIO ABIERTO,CAMELLON,"527",,,,,,,
1527.60266044,EA,ESPACIO ABIERTO,PARQUE,"528",,,,,,,
820.945178929,EA,ESPACIO ABIERTO,PARQUE,"529",,,,,,,
4005.61532373,EA,ESPACIO ABIERTO,PARQUE,"530",,,,,,,
14050.8982678,EA,ESPACIO ABIERTO,PARQUE,"531",,,,,,,
162.210902586,EA,ESPACIO ABIERTO,PARQUE,"532",,,,,,,
8924.68849803,EA,ESPACIO ABIERTO,PARQUE,"533",,,,,,,
1834.51598919,EA,ESPACIO ABIERTO,PARQUE,"534",,,,,,,
2166.86789254,EA,ESPACIO ABIERTO,PARQUE,"535",,,,,,,
1848.47315993,EA,ESPACIO ABIERTO,PARQUE,"536",,,,,,,
6398.0908669,EA,ESPACIO ABIERTO,PARQUE,"537",,,,,,,
1270.60427853,EA,ESPACIO ABIERTO,PARQUE,"538",,,,,,,
745.930778876,EA,ESPACIO ABIERTO,PARQUE,"539",,,,,,,
777.15670186,EA,ESPACIO ABIERTO,PARQUE,"540",,,,,,,
4488.163627,EA,ESPACIO ABIERTO,PARQUE,"541",,,,,,,
100.472614674,EA,ESPACIO ABIERTO,PARQUE,"542",,,,,,,
154.67091104,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"543",,,,,,,
845.501669849,EA,ESPACIO ABIERTO,PARQUE,"544",,,,,,,
1394.22487192,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"545",,,,,,,
235.371502899,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"546",,,,,,,
236.438550141,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"547",,,,,,,
589.301600536,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"548",,,,,,,
6546.2357594,EA,ESPACIO ABIERTO,PARQUE,"549",,,,,,,
1013.13713976,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"550",,,,,,,
1081.35186463,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"551",,,,,,,
3834.61725032,EA,ESPACIO ABIERTO,PARQUE,"552",,,,,,,
6924.73201065,EA,ESPACIO ABIERTO,PARQUE,"553",,,,,,,
6979.91370017,EA,ESPACIO ABIERTO,PARQUE,"554",,,,,,,
3966.10426534,EA,ESPACIO ABIERTO,PARQUE,"555",,,,,,,
2179.68758076,EA,ESPACIO ABIERTO,PARQUE,"556",,,,,,,
33.9955409416,EA,ESPACIO ABIERTO,CAMELLON,"557",,,,,,,
28.9335150682,EA,ESPACIO ABIERTO,ROTONDA,"558",,,,,,,
204.400641296,EA,ESPACIO ABIERTO,ROTONDA,"559",,,,,,,
64.7553439362,EA,ESPACIO ABIERTO,PARQUE,"560",,,,,,,
936.447279405,EA,ESPACIO ABIERTO,PARQUE,"561",,,,,,,
121.899257596,EA,ESPACIO ABIERTO,CAMELLON,"562",,,,,,,
1276.72033287,EA,ESPACIO ABIERTO,PARQUE,"563",,,,,,,
190.95386604,EA,ESPACIO ABIERTO,CAMELLON,"564",,,,,,,
2193.62414511,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"565",,,,,,,
4379.17215411,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"566",,,,,,,
12708.5763025,EA,ESPACIO ABIERTO,PARQUE,"567",,,,,,,
4495.9172546,EA,ESPACIO ABIERTO,PARQUE,"568",,,,,,,
1192.70047156,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"569",,,,,,,
112.604584421,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"570",,,,,,,
448.812417833,EA,ESPACIO ABIERTO,PARQUE,"571",,,,,,,
618.808783099,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"572",,,,,,,
5307.73081493,EA,ESPACIO ABIERTO,CAMELLON,"573",,,,,,,
4291.83848814,EA,ESPACIO ABIERTO,CAMELLON,"574",,,,,,,
884.307715031,EA,ESPACIO ABIERTO,CAMELLON,"575",,,,,,,
5724.06798207,EA,ESPACIO ABIERTO,PARQUE,"576",,,,,,,
1053.03825225,EA,ESPACIO ABIERTO,PARQUE,"577",,,,,,,
1090.23841285,EA,ESPACIO ABIERTO,CAMELLON,"578",,,,,,,
546.646051247,EA,ESPACIO ABIERTO,CAMELLON,"579",,,,,,,
1306.59197068,EA,ESPACIO ABIERTO,CAMELLON,"580",,,,,,,
1127.86930706,EA,ESPACIO ABIERTO,PARQUE,"581",,,,,,,
132.299717039,EA,ESPACIO ABIERTO,CAMELLON,"582",,,,,,,
164.874120151,EA,ESPACIO ABIERTO,CAMELLON,"583",,,,,,,
298.423223838,EA,ESPACIO ABIERTO,CAMELLON,"584",,,,,,,
42.1946149353,EA,ESPACIO ABIERTO,PARQUE,"585",,,,,,,
88.9663060753,EA,ESPACIO ABIERTO,PARQUE,"586",,,,,,,
60.6961357293,EA,ESPACIO ABIERTO,PARQUE,"587",,,,,,,
160.636513741,EA,ESPACIO ABIERTO,PARQUE,"588",,,,,,,
103.464325553,EA,ESPACIO ABIERTO,PARQUE,"589",,,,,,,
60.973852885,EA,ESPACIO ABIERTO,PARQUE,"590",,,,,,,
506.050641912,EA,ESPACIO ABIERTO,PARQUE,"591",,,,,,,
15.3318531325,EA,ESPACIO ABIERTO,CAMELLON,"592",,,,,,,
209.532033008,EA,ESPACIO ABIERTO,CAMELLON,"593",,,,,,,
41.6720002661,EA,ESPACIO ABIERTO,CAMELLON,"594",,,,,,,
255.93629628,EA,ESPACIO ABIERTO,CAMELLON,"595",,,,,,,
129.141650688,EA,ESPACIO ABIERTO,CAMELLON,"596",,,,,,,
2951.29998357,EA,ESPACIO ABIERTO,PARQUE,"597",,,,,,,
5897.91141129,EA,ESPACIO ABIERTO,PARQUE,"598",,,,,,,
558.079985784,EA,ESPACIO ABIERTO,PARQUE,"599",,,,,,,
1461.4472907,EA,ESPACIO ABIERTO,PARQUE,"600",,,,,,,
743.370723974,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"601",,,,,,,
2750.98556027,EA,ESPACIO ABIERTO,PARQUE,"602",,,,,,,
7907.68026374,EA,ESPACIO ABIERTO,PARQUE,"603",,,,,,,
900.921607908,EA,ESPACIO ABIERTO,PARQUE,"604",,,,,,,
763.426762068,EA,ESPACIO ABIERTO,PARQUE,"605",,,,,,,
449.373099976,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"606",,,,,,,
536.621780718,EA,ESPACIO ABIERTO,PARQUE,"607",,,,,,,
2953.1346536,EA,ESPACIO ABIERTO,PARQUE,"608",,,,,,,
7978.61972489,EA,ESPACIO ABIERTO,PARQUE,"609",,,,,,,
469.760757103,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"610",,,,,,,
1112.82124944,EA,ESPACIO ABIERTO,PARQUE,"611",,,,,,,
403.48038607,EA,ESPACIO ABIERTO,PARQUE,"612",,,,,,,
677.250367997,EA,ESPACIO ABIERTO,PARQUE,"613",,,,,,,
2776.52738739,EA,ESPACIO ABIERTO,PARQUE,"614",,,,,,,
656.134646669,EA,ESPACIO ABIERTO,PARQUE,"615",,,,,,,
3817.93118841,EA,ESPACIO ABIERTO,PARQUE,"616",,,,,,,
9590.63891466,EA,ESPACIO ABIERTO,PARQUE,"617",,,,,,,
674.063633748,EA,ESPACIO ABIERTO,PARQUE,"618",,,,,,,
649.695396146,EA,ESPACIO ABIERTO,PARQUE,"619",,,,,,,
10742.3247232,EA,ESPACIO ABIERTO,PARQUE,"620",,,,,,,
908.870445118,EA,ESPACIO ABIERTO,PARQUE,"621",,,,,,,
8465.30381039,EA,ESPACIO ABIERTO,PARQUE,"622",,,,,,,
5388.68197486,EA,ESPACIO ABIERTO,PARQUE,"623",,,,,,,
9793.80281844,EA,ESPACIO ABIERTO,PARQUE,"624",,,,,,,
256.349792113,EA,ESPACIO ABIERTO,PARQUE,"625",,,,,,,
249.260239954,EA,ESPACIO ABIERTO,PARQUE,"626",,,,,,,
1937.18028792,EA,ESPACIO ABIERTO,CAMELLON,"627",,,,,,,
2824.53839511,EA,ESPACIO ABIERTO,CAMELLON,"628",,,,,,,
152.95245606,EA,ESPACIO ABIERTO,CAMELLON,"629",,,,,,,
3400.55387991,EA,ESPACIO ABIERTO,CAMELLON,"630",,,,,,,
113.003357695,EA,ESPACIO ABIERTO,CAMELLON,"631",,,,,,,
413.729920341,EA,ESPACIO ABIERTO,CAMELLON,"632",,,,,,,
1551.74099715,EA,ESPACIO ABIERTO,CAMELLON,"633",,,,,,,
137.985196633,EA,ESPACIO ABIERTO,CAMELLON,"634",,,,,,,
45.9437378126,EA,ESPACIO ABIERTO,CAMELLON,"635",,,,,,,
445.447500106,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"636",,,,,,,
196.921423237,EA,ESPACIO ABIERTO,CAMELLON,"637",,,,,,,
229.860702636,EA,ESPACIO ABIERTO,CAMELLON,"638",,,,,,,
172.718256863,EA,ESPACIO ABIERTO,CAMELLON,"639",,,,,,,
867.793485259,EA,ESPACIO ABIERTO,CAMELLON,"640",,,,,,,
31.9316661381,EA,ESPACIO ABIERTO,CAMELLON,"641",,,,,,,
805.066187223,EA,ESPACIO ABIERTO,CAMELLON,"642",,,,,,,
59.7300347545,EA,ESPACIO ABIERTO,CAMELLON,"643",,,,,,,
77.959865643,EA,ESPACIO ABIERTO,CAMELLON,"644",,,,,,,
556.03681071,EA,ESPACIO ABIERTO,CAMELLON,"645",,,,,,,
181.379932077,EA,ESPACIO ABIERTO,CAMELLON,"646",,,,,,,
108.354764002,EA,ESPACIO ABIERTO,CAMELLON,"647",,,,,,,
925.830799039,EA,ESPACIO ABIERTO,CAMELLON,"648",,,,,,,
1487.34504963,EA,ESPACIO ABIERTO,CAMELLON,"649",,,,,,,
202.264786547,EA,ESPACIO ABIERTO,CAMELLON,"650",,,,,,,
878.167340112,EA,ESPACIO ABIERTO,CAMELLON,"651",,,,,,,
94.5673562299,EA,ESPACIO ABIERTO,CAMELLON,"652",,,,,,,
1260.54367167,EA,ESPACIO ABIERTO,PARQUE,"653",,,,,,,
448.353476675,EA,ESPACIO ABIERTO,PARQUE,"654",,,,,,,
236.338728439,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"655",,,,,,,
337.344431023,EA,ESPACIO ABIERTO,CAMELLON,"656",,,,,,,
252.541713628,EA,ESPACIO ABIERTO,CAMELLON,"657",,,,,,,
13495.2961944,EA,ESPACIO ABIERTO,PARQUE,"658",,,,,,,
6072.57797242,EA,ESPACIO ABIERTO,PARQUE,"659",,,,,,,
321.70740067,EA,ESPACIO ABIERTO,PARQUE,"660",,,,,,,
246.607141651,EA,ESPACIO ABIERTO,PARQUE,"661",,,,,,,
507.035352295,EA,ESPACIO ABIERTO,PARQUE,"662",,,,,,,
1226.62773428,EA,ESPACIO ABIERTO,PARQUE,"663",,,,,,,
3342.57441269,EA,ESPACIO ABIERTO,PARQUE,"664",,,,,,,
1038.74996238,EA,ESPACIO ABIERTO,PARQUE,"665",,,,,,,
535.824448744,EA,ESPACIO ABIERTO,PARQUE,"666",,,,,,,
377.301924391,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"667",,,,,,,
1176.48799964,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"668",,,,,,,
1862.87295886,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"669",,,,,,,
184.854778162,EA,ESPACIO ABIERTO,CAMELLON,"670",,,,,,,
135.788107551,EA,ESPACIO ABIERTO,CAMELLON,"671",,,,,,,
173.999701679,EA,ESPACIO ABIERTO,CAMELLON,"672",,,,,,,
36.4734257378,EA,ESPACIO ABIERTO,CAMELLON,"673",,,,,,,
